,MAD_rt,SD_rt,mean_rt,median_rt,switchtrial_rt1,switchtrial_rt123,switchtrial_rt2
"('marianna_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.23089591836736753,0.31817219876155145,2.7358348571430207,2.788546000000224,2.7845560000005207,2.6723565000002054,2.56015699999989
"('marianna_pilot', 4.0, 'TrialDigitSpan', 2.0)",0.48106412345698757,0.6082818620968123,2.1723091111111392,2.039547999999741,1.4261899999996783,1.3892879999998513,1.352386000000024
"('marianna_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.2930035555555149,0.38222000517673005,2.5604946666667274,2.375648000000183,2.3058359999999998,2.340742000000091,2.375648000000183
"('marianna_pilot', 4.0, 'TrialSpatialRotation', 2.0)",0.4082940493827315,0.48413991746764473,2.3381954444444597,2.247989000000416,2.735687000000325,2.754635000000007,2.773582999999689
"('marianna_pilot', 4.0, 'TrialSpatialRotation', 3.0)",0.49883416666678687,0.6597145450141002,2.260136499999817,2.2260484999994787,3.0,2.17870199999993,1.3574039999998604
"('marianna_pilot', 4.0, 'TrialSpatialRotation', 4.0)",0.4594443703702235,0.5689161699730795,2.3457356666667186,2.363680999999815,2.0176069999997712,2.5088034999998854,3.0
"('marianna_pilot', 4.0, 'TrialSpatialRotation', 5.0)",0.07801311111143135,0.10390561376753264,2.0581643333334796,2.0225929999996883,2.175184000000627,2.0988885000001574,2.0225929999996883
"('marianna_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.43982733333329344,0.6284252838253377,2.0255886666667116,2.0126189999996313,1.12599100000034,1.4027510000003074,1.6795110000002749
"('marianna_pilot', 4.0, 'TrialSpatialSpan', 2.0)",0.6185604489794468,0.6859487033094793,2.278346142857312,1.8550400000008267,3.0,2.4275200000004133,1.8550400000008267
"('marianna_pilot', 4.0, 'TrialSpatialSpan', 3.0)",0.5271638024690523,0.6558459480318334,2.2770282222222704,2.2559689999998227,3.0,2.6279844999999113,2.2559689999998227
"('phil_pilot', 1.0, 'TrialDigitSpan', 1.0)",0.28885191249999476,0.46346536909078434,2.1059935374999963,2.080936649999998,1.9836968999999984,2.10485744999999,2.2260179999999816
"('phil_pilot', 1.0, 'TrialDigitSpan', 2.0)",0.3733490749999911,0.4616530998096291,2.275793400000019,2.160723300000029,2.1173403000000235,2.307831150000027,2.4983220000000297
"('phil_pilot', 1.0, 'TrialDigitSpan', 3.0)",0.3250863551020395,0.4304344094064835,2.2911557142856998,2.3397450999999587,1.7014511000000994,2.0205981000000293,2.3397450999999587
"('phil_pilot', 1.0, 'TrialDigitSpan', 4.0)",0.34495333750000173,0.48716454522561375,2.0238399250000327,1.9029135999999767,1.8480596999999082,2.2809031499999723,2.7137466000000363
"('phil_pilot', 1.0, 'TrialSpatialRotation', 1.0)",0.33266176296295263,0.48723142606749176,1.9438056666666688,1.8600258999999824,2.0026440999999977,1.8425734000000205,1.6825027000000432
"('phil_pilot', 1.0, 'TrialSpatialRotation', 2.0)",0.4135386839505929,0.4749694732309046,2.2756965555555553,1.9876874000000269,2.403574899999967,2.1682042999999567,1.9328336999999465
"('phil_pilot', 1.0, 'TrialSpatialSpan', 1.0)",0.4466994866666691,0.6621625757148827,1.7539813149999972,1.5777833499999971,1.4571042099999971,1.5777833499999971,1.6984624899999972
"('phil_pilot', 1.0, 'TrialSpatialSpan', 2.0)",0.3702362444444514,0.48252893534803,1.7963589333333232,1.634614349999964,1.5348965999999675,1.4047439999999654,1.274591399999963
"('phil_pilot', 1.0, 'TrialSpatialSpan', 3.0)",0.411903662499995,0.514377656619471,1.973977637499999,1.9941872499999818,1.6805074000000104,1.7902141999999799,1.8999209999999491
"('phil_pilot', 1.0, 'TrialSpatialSpan', 4.0)",0.43595186530618374,0.5557930969528803,2.471674642857124,2.536219600000095,3.0,2.5686273499999857,2.1372546999999718
"('phil_pilot', 2.0, 'TrialDigitSpan', 1.0)",0.3410940000000551,0.4104616408224877,2.517774000000088,2.4524440000001277,3.0,2.5831040000000485,2.166208000000097
"('phil_pilot', 2.0, 'TrialDigitSpan', 2.0)",0.2808365714285525,0.358855184187147,2.125456999999934,2.1173400000000133,1.9916759999998703,1.8340959999999313,1.6765159999999923
"('phil_pilot', 2.0, 'TrialDigitSpan', 3.0)",0.30400726530608935,0.41499623557344,2.3424548571429114,2.322789999999941,2.251979000000347,2.320296500000154,2.3886139999999614
"('phil_pilot', 2.0, 'TrialDigitSpan', 4.0)",0.37965185185190803,0.4468364343023031,2.0415423333333567,2.0754510000001574,2.0754510000001574,2.1871370000001207,2.298823000000084
"('phil_pilot', 2.0, 'TrialSpatialRotation', 1.0)",0.33666130612247663,0.43171281186900445,2.4645658571428806,2.4674050000000993,2.7666340000000678,2.6170195000000835,2.4674050000000993
"('phil_pilot', 2.0, 'TrialSpatialRotation', 2.0)",0.5850133827161363,0.6660919170851223,2.27082855555553,2.2988880000000336,3.0,2.843907500000114,2.6878150000002283
"('phil_pilot', 2.0, 'TrialSpatialRotation', 3.0)",0.2168070864197462,0.30027146659257453,2.0989402222221796,2.1392800000000993,2.144267000000127,1.9278450000000475,1.7114229999999682
"('phil_pilot', 2.0, 'TrialSpatialRotation', 4.0)",0.3924502500000244,0.46250805867103023,2.223555749999946,2.2350245000000086,1.7403489999996964,2.212086999999883,2.68382500000007
"('phil_pilot', 2.0, 'TrialSpatialSpan', 1.0)",0.3339771249999898,0.3766268894618116,2.478750375000004,2.382645000000025,2.1901749999999542,2.5207759999999553,2.8513769999999568
"('phil_pilot', 2.0, 'TrialSpatialSpan', 2.0)",0.3935081234567013,0.4548584212969777,2.290999111111079,2.115376999999853,2.4644099999998157,2.1442834999999145,1.8241570000000136
"('phil_pilot', 3.0, 'TrialDigitSpan', 1.0)",0.3738673580246765,0.4503939236114531,1.8442957777777136,1.8739910000003877,2.281932999999753,2.2589779999998427,2.236022999999932
"('phil_pilot', 3.0, 'TrialDigitSpan', 2.0)",0.3596631249999406,0.40716097117909816,1.977587875000097,1.9243395000000874,1.6375900000002732,2.0520135000003847,2.4664370000004965
"('phil_pilot', 3.0, 'TrialDigitSpan', 3.0)",0.319646499999749,0.4295623402713787,1.8685055000001967,1.7617910000001302,2.4524449999998983,1.9752200000002633,1.4979950000006284
"('phil_pilot', 3.0, 'TrialSpatialRotation', 1.0)",0.48677351999976937,0.5604980905980101,2.2723316000001432,1.9218640000003688,1.7842330000003133,1.8390985000003186,1.893964000000324
"('phil_pilot', 3.0, 'TrialSpatialRotation', 2.0)",0.3092367901233979,0.39234664172136824,2.0149428888887795,2.1193339999999807,2.14526399999977,1.786722999999938,1.4281820000001062
"('phil_pilot', 3.0, 'TrialSpatialRotation', 3.0)",0.27434628571434727,0.33870369536221157,2.142699999999942,2.0704640000003565,1.981670999999551,2.2744199999997363,2.5671689999999217
"('phil_pilot', 3.0, 'TrialSpatialRotation', 4.0)",0.2711483124999745,0.3499762875648781,2.270683374999976,2.1387990000000627,2.8892769999997654,2.4295049999998355,1.9697329999999056
"('phil_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.33654922222230094,0.4707838424117409,2.168040666666608,2.073955500000011,1.8699999999998909,1.994168499999887,2.118336999999883
"('phil_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.3496875802468563,0.4423231808357406,2.0919622222222136,1.9258539999996171,1.6136560000004465,1.769755000000032,1.9258539999996171
"('phil_pilot', 3.0, 'TrialSpatialSpan', 3.0)",0.4916755802468749,0.5691113950751586,1.968850777777738,2.007665000000088,2.3606859999995318,1.865511999999853,1.3703380000001744
"('phil_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.4211237499998788,0.4942950819825866,1.6463487500000156,1.6755209999998897,2.109360000000379,1.7174085000003743,1.3254570000003696
"('phil_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.2518254999999955,0.3561350374513795,2.0968934999996236,2.0968934999996236,2.348718999999619,2.0968934999996236,1.845067999999628
"('phil_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.3992658333329473,0.4857653955494574,1.9594278333331658,1.8490579999997863,1.5588300000003985,1.5847630000002937,1.6106960000001889
